Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,O,O,O,O,O,O,O,O

44,10,1,0,0,0,14,3.911,0.5958605
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,O,D,O,#,#,O,O
# O,#,→,→,↓,O,D,O,D,O
# O,O,P,O,→,→,↓,O,→,E
# O,O,O,O,P,↓,←,D,↑,O
# O,O,O,P,↓,←,P,O,↑,O
# O,O,O,↓,←,O,O,→,↑,O
# O,#,O,→,↓,P,→,↑,D,O
# O,O,#,D,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

45,10,1,0,0,0,17,3.846,0.600823
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,→,→,↓,P,O,#,D,O
# S,→,↑,D,→,→,→,→,↓,O
# O,D,O,O,O,O,P,↓,←,O
# O,#,#,D,↓,←,←,←,→,E
# O,O,O,↓,←,P,O,D,↑,O
# O,↓,←,←,O,#,O,→,↑,O
# O,→,↓,P,O,#,→,↑,O,O
# O,D,→,→,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

46,10,1,0,0,0,18.5,3.87,0.600823
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,→,→,↓,D,→,→,↓,D,O
# O,↑,D,→,→,↑,P,↓,O,O
# O,↑,←,O,#,#,O,↓,#,O
# O,P,↑,←,O,O,↓,←,→,E
# O,#,P,↑,P,↓,←,P,↑,O
# O,O,→,↑,O,↓,D,O,↑,O
# S,→,↑,D,O,→,→,→,↑,O
# O,O,P,O,O,O,D,#,O,O
# O,O,O,O,O,O,O,O,O,O

47,10,1,0,0,0,19.5,3.821,0.59635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,D,→,→,→,→,↓,O
# O,O,O,→,↑,D,#,P,↓,O
# O,D,→,↑,P,O,D,↓,←,O
# O,→,↑,P,↓,←,←,←,O,O
# S,↑,O,#,↓,P,O,O,D,O
# O,P,O,O,→,↓,D,O,→,E
# O,O,P,↓,←,←,#,O,↑,O
# O,O,#,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

48,10,1,0,0,0,16,4.06,0.5814227
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,→,→,↓,O,O,O,O,O
# O,→,↑,P,→,↓,O,O,O,O
# S,↑,D,O,D,↓,O,O,O,O
# O,P,#,O,↓,←,#,O,D,O
# O,#,D,↓,←,P,O,O,→,E
# O,↓,←,←,D,O,O,D,↑,O
# O,↓,P,O,O,#,#,→,↑,O
# O,→,→,→,→,→,→,↑,P,O
# O,O,O,O,O,O,O,O,O,O

49,10,1,0,0,0,17,3.984,0.5895061
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,D,O,O,P,O,O,O
# O,O,O,→,→,→,↓,#,P,O
# O,O,P,↑,O,D,→,→,↓,O
# O,#,→,↑,O,#,O,D,↓,O
# S,→,↑,D,O,↓,←,←,←,O
# O,P,↓,←,←,←,P,O,O,O
# O,#,↓,P,O,D,→,→,→,E
# O,O,→,→,→,→,↑,D,#,O
# O,O,O,O,O,O,O,O,O,O

50,10,1,0,0,0,20,4.007,0.5963913
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,→,→,→,→,→,↓,D,O
# O,O,↑,↓,←,←,D,→,↓,O
# O,P,↑,←,P,↑,←,←,↓,O
# S,↓,O,P,O,#,P,↑,↓,O
# O,↓,#,O,O,O,→,↑,↓,O
# O,↓,P,O,D,O,↑,D,→,E
# O,→,→,→,↓,→,↑,#,O,O
# O,D,#,P,→,↑,D,O,O,O
# O,O,O,O,O,O,O,O,O,O

51,10,1,0,0,0,21,3.707,0.6527778
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,P,O,O,#,O,→,E
# O,P,→,↓,D,#,D,O,↑,O
# O,O,D,→,→,→,↓,P,↑,O
# O,↓,←,←,←,D,↓,O,↑,O
# O,→,→,↓,↑,↓,←,D,↑,O
# O,P,↓,←,↑,←,#,→,↑,O
# O,O,↓,D,O,P,→,↑,#,O
# O,#,→,→,→,→,↑,P,O,O
# O,O,O,O,O,O,O,O,O,O

52,10,1,0,0,0,19.5,3.98,0.5917107
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,→,→,→,↓,D,#,O,O
