Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,O,O,O,O,O,O,O,O,O
# O,#,#,#,O,O,#,D,O,O
# O,P,#,O,O,O,O,→,↓,O
# O,→,↓,O,O,O,P,↑,↓,O
# O,↑,↓,P,→,↓,→,↑,↓,O
# S,↑,→,↓,↑,↓,↑,#,↓,O
# O,#,#,↓,↑,→,↑,O,→,E
# O,#,#,→,↑,D,#,O,O,O
# O,O,O,D,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

42,5,1,1,0,0,37,0.244,0.7453378
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,#,#,D,#,#,#,O
# O,P,#,O,P,→,→,↓,P,O
# O,→,↓,O,→,↑,↓,←,#,O
# O,↑,↓,O,↑,↓,←,O,O,O
# S,↑,↓,O,↑,↓,O,#,O,O
# O,D,→,→,↑,→,→,→,↓,O
# O,O,O,O,#,D,O,#,↓,O
# O,O,O,O,O,#,#,O,→,E
# O,O,O,O,O,O,O,O,O,O

43,5,1,1,0,0,30,0.22,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,→,→,→,→,↓,#,O
# O,O,D,↑,←,#,P,↓,O,O
# O,O,#,→,↑,P,↓,←,#,O
# O,O,D,↑,←,←,↓,O,O,O
# S,→,→,→,→,↑,↓,#,#,O
# O,O,#,O,#,P,↓,O,#,O
# O,O,#,#,O,O,→,→,↓,O
# O,#,O,O,#,O,D,O,→,E
# O,O,O,O,O,O,O,O,O,O

44,5,1,4,0,0,36,0.245,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,O,O,O,D,#,O
# S,→,→,↓,O,→,→,↓,D,O
# O,O,#,→,→,↑,P,→,↓,O
# O,O,O,P,↓,←,←,←,←,O
# O,O,#,↓,←,O,#,#,→,E
# O,#,#,↓,O,O,O,O,↑,O
# O,#,O,→,→,→,→,→,↑,O
# O,O,#,P,#,O,#,D,#,O
# O,O,O,O,O,O,O,O,O,O

45,5,1,4,0,0,32,0.228,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,#,P,O,P,→,↓,O
# O,O,O,O,→,→,↓,↑,↓,O
# O,#,#,#,↑,O,→,↑,↓,O
# S,→,→,↓,↑,O,D,↓,←,O
# O,#,O,↓,↑,#,↓,←,→,E
# O,#,D,→,↑,O,→,→,↑,O
# O,O,O,P,#,O,D,O,#,O
# O,O,O,O,#,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

46,6,1,3,0,0,29,0.515,0.7589125
# Map Data Below
