Iteration,Difficulty,Attempts,Backtracks,NearSolves,Resets,TimeTaken,GATime,BestFitness
# O,↑,D,→,→,→,→,→,↓,O
# O,↑,←,P,O,D,O,P,↓,O
# O,D,↑,←,←,←,O,O,↓,O
# O,O,O,O,P,↑,O,P,↓,O
# O,#,O,O,O,↑,←,←,↓,O
# O,#,O,P,#,#,→,↑,↓,O
# S,→,→,→,→,→,↑,D,→,E
# O,O,O,O,O,O,O,O,O,O

30,10,1,1,0,0,17,4.209,0.5921568
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,P,O,D,#,O,D,O
# O,O,D,→,→,→,→,→,↓,O
# S,→,→,↑,P,O,O,P,↓,O
# O,↓,←,←,←,←,←,←,←,O
# O,↓,O,P,O,O,O,#,O,O
# O,↓,P,→,→,↓,D,O,O,O
# O,→,→,↑,#,→,↓,D,→,E
# O,#,#,D,O,P,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

31,10,1,2,0,0,21,3.918,0.5888889
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,↓,P,O,#,D,#,O
# O,O,D,→,↓,O,O,→,↓,O
# O,#,↓,←,←,O,→,↑,→,E
# O,P,→,↓,P,→,↑,P,O,O
# O,O,D,↓,#,↑,D,#,O,O
# O,D,↓,←,O,↑,←,←,←,O
# O,O,↓,P,O,P,O,D,↑,O
# O,O,→,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

32,10,1,0,0,0,14.5,3.995,0.5859449
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,P,O,P,→,↓,D,O,O
# O,O,→,→,↓,↑,→,↓,P,O
# O,→,↑,D,→,↑,O,↓,O,O
# O,↑,P,O,D,O,O,→,↓,O
# O,↑,←,P,O,#,#,D,→,E
# O,D,↑,←,←,←,←,O,#,O
# O,O,O,P,#,D,↑,O,O,O
# S,→,→,→,→,→,↑,O,O,O
# O,O,O,O,O,O,O,O,O,O

33,10,1,3,0,0,24,4.039,0.5972222
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,↓,O,#,O,O,O
# O,O,#,P,↓,P,O,P,O,O
# O,O,D,↓,←,→,→,↓,→,E
# O,O,O,→,→,↑,D,↓,↑,O
# O,P,#,D,↓,←,←,←,↑,O
# O,↓,←,←,←,P,#,D,↑,O
# O,→,→,→,→,↓,P,O,↑,O
# O,#,D,O,D,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

